"Name","Line: SKU","Line: Quantity","Line: Price","Refund: Created At","Refund: Note","Transaction: Amount"
"#43558","","","","2026-05-10 22:30:36 -0400","不想要了","-554.00"
"#43562","BL-EX/Mate mini-B/2TB/冰霜银色","1","299.00","","",""
"#43562","","","","","",""
"#43562","","","0.00","","",""
"#43562","","","","","","294.00"
"#43562","","","","2026-05-19 23:00:59 -0400","不需要了",""
"#43562","","","","2026-05-19 23:00:59 -0400","不需要了","-294.00"
"#43594","BL/EQR7-LP/7735HS/24G/1TB/星河灰欧规","1","559.00","","",""
"#43594","","","","","",""
"#43594","","","0.00","","",""
"#43594","","","","","","554.00"
"#43594","","","","2026-05-13 12:09:50 -0400","不想要了",""
"#43594","","","","2026-05-13 12:09:50 -0400","不想要了","-554.00"
"#43602","BL/GTi15/285H/96G/2TB/冰霜银色美规","1","1949.00","","",""
"#43602","","","","","",""
"#43602","","","0.00","","",""
"#43602","","","","","","1944.00"
"#43602","","","","2026-05-28 03:13:11 -0400","客户不想要了 退货退款",""
"#43602","","","","2026-05-28 03:13:11 -0400","客户不想要了 退货退款","-1944.00"
"#43624","BL/SER9 PRO/HX370/32G/1TB/琥珀橙色（龙虾红色）_U欧规","1","1249.00","","",""
"#43624","","","","","",""
"#43624","","","0.00","","",""
"#43624","","","","","","1244.00"
"#43624","","","","2026-05-11 06:12:17 -0400","已经购买470",""
"#43624","","","","2026-05-11 06:12:17 -0400","已经购买470","-1244.00"
"#43651","BL/SER9 PRO/255/32G/1TB/冰霜银色美规","1","799.00","","",""
"#43651","","","","","",""
"#43651","","","0.00","","",""
"#43651","","","","","","784.00"
"#43651","","","","2026-06-03 22:16:01 -0400","不想要了 退货退款",""
"#43651","","","","2026-06-03 22:16:01 -0400","不想要了 退货退款","-784.00"
"#43686","BL/GTi15/285H/96G/2TB/冰霜银色美规","1","1949.00","","",""
"#43686","","","0.00","","",""
"#43686","","","","","","1949.00"
"#43686","","","","2026-05-24 21:50:36 -0400","机器问题不想换新",""
"#43686","","","","2026-05-24 21:50:36 -0400","机器问题不想换新","-1949.00"
"#43720","BL/SER10 MAX/HX470/32G/1TB/冰霜银色欧规","1","1299.00","","",""
"#43720","","","0.00","","",""
"#43720","","","","","","1299.00"
"#43720","","","","2026-05-22 03:38:36 -0400","之后再考虑",""
"#43720","","","","2026-05-22 03:38:36 -0400","之后再考虑","-1299.00"
"#43747","BL-EX/Mate mini-B/冰霜银色","1","139.00","","",""
"#43747","","","","","",""
"#43747","","","0.00","","",""
"#43747","","","","","","134.00"
"#43747","","","","2026-05-14 02:20:39 -0400","亚马逊购买",""
"#43747","","","","2026-05-14 02:20:39 -0400","亚马逊购买","-134.00"
"#43779","BL/GTR9 Pro/395/128G/2TB/冰霜银色欧规","1","4399.00","","",""
"#43779","","","0.00","","",""
"#43779","","","","","","4399.00"
"#43779","","","","2026-05-19 23:13:59 -0400","已经购买其他机器",""
"#43779","","","","2026-05-19 23:13:59 -0400","已经购买其他机器","-4399.00"
"#43827","BL/SER9 PRO/255/32G/1TB/冰霜银色美规","1","799.00","","",""
"#43827","","","","","",""
"#43827","","","0.00","","",""
"#43827","","","","","","784.00"
"#43827","","","","2026-05-21 02:45:20 -0400","停产无库存",""
"#43827","","","","2026-05-21 02:45:20 -0400","停产无库存","-784.00"
"#43867","BL/ME Pro/N150/16G/1TB/深空灰色_H欧规","1","559.00","","",""
"#43867","","","0.00","","",""
"#43867","","","","","","559.00"
"#43867","","","","2026-05-21 03:09:27 -0400","改变主意 不在需要",""
"#43867","","","","2026-05-21 03:09:27 -0400","改变主意 不在需要","-559.00"
"#43880","BL/ME mini/N150/16G/1TB/珍珠白色_H欧规","1","469.00","","",""
"#43880","","","0.00","","",""
"#43880","","","","","","469.00"
"#43880","","","","2026-05-21 01:39:25 -0400","已经在亚马逊购买",""
"#43880","","","","2026-05-21 01:39:25 -0400","已经在亚马逊购买","-469.00"
"#43891","BL/SER10 MAX/HX470/64G/1TB/冰霜银色美规","1","1599.00","","",""
"#43891","","","0.00","","",""
"#43891","","","","","","1599.00"
"#43891","","","","2026-05-31 21:14:39 -0400","有其他解决办法了",""
"#43891","","","","2026-05-31 21:14:39 -0400","有其他解决办法了","-1599.00"
"#43896","BL/EQi Pro/7735HS/24G/1TB/2.5G*2/琥珀橙色（龙虾红色）_U欧规","1","659.00","","",""
"#43896","BL/EQ14-D4/N150/16G/1TB/2.5G*2/藏青蓝色_H欧规","1","479.00","","",""
"#43896","","","0.00","","",""
"#43896","","","","","","1138.00"
"#43896","","","","","","1138.00"
"#43896","","","","2026-05-21 22:13:06 -0400","高风险不发",""
"#43896","","","","2026-05-21 22:13:06 -0400","高风险不发","-1138.00"
"#43902","BL/SER10 MAX/HX470/32G/1TB/冰霜银色英规","1","1299.00","","",""
"#43902","","","0.00","","",""
"#43902","","","","","","1299.00"
"#43902","","","","2026-05-25 22:42:02 -0400","6月再买",""
"#43902","","","","2026-05-25 22:42:02 -0400","6月再买","-1299.00"
"#43931","BL/SER8/8745HS/32G/1TB/冰霜银色日规","1","889.00","","",""
"#43931","","","0.00","","",""
"#43931","","","","","","889.00"
"#43931","","","","2026-05-21 22:20:56 -0400","派安盈提示高风险不发",""
"#43931","","","","2026-05-21 22:20:56 -0400","派安盈提示高风险不发","-889.00"
"#43974","BL/EQR7-LP/7735HS/24G/1TB/星河灰美规","1","559.00","","",""
"#43974","","","0.00","","",""
"#43974","","","","","","559.00"
"#43974","","","","2026-05-31 21:35:12 -0400","停产无库存",""
"#43974","","","","2026-05-31 21:35:12 -0400","停产无库存","-559.00"
"#43976","BL/EQR6-LP4/6600U/24G/500G/2.5G*2/星河灰美规","1","499.00","","",""
"#43976","","","0.00","","",""
"#43976","","","","","","499.00"
"#43976","","","","2026-05-22 23:14:25 -0400","经济困难",""
"#43976","","","","2026-05-22 23:14:25 -0400","经济困难","-499.00"
"#43978","BL/Mate SE-A/冰霜银色","1","119.00","","",""
"#43978","BL/SER10 MAX/HX470/64G/1TB/冰霜银色美规","1","1599.00","","",""
"#43978","","","","","",""
"#43978","","","0.00","","",""
"#43978","","","","","","1698.00"
"#43978","","","","2026-05-31 21:17:04 -0400","不需要了",""
"#43978","","","","2026-05-31 21:17:04 -0400","不需要了","-1698.00"
"#44027","BL/SER9 MAX/350/64G/1TB/深空灰色英规","1","1339.00","","",""
"#44027","","","0.00","","",""
"#44027","","","","","","1339.00"
"#44027","","","","2026-05-31 21:28:58 -0400","不想等了 已经购买其他替代品",""
"#44027","","","","2026-05-31 21:28:58 -0400","不想等了 已经购买其他替代品","-1339.00"
"#44109","BL/SER9 MAX/350/64G/1TB/深空灰色美规","1","1339.00","","",""
"#44109","","","0.00","","",""
"#44109","","","","","","1339.00"
"#44109","","","","2026-05-31 21:32:07 -0400","不想等了",""
"#44109","","","","2026-05-31 21:32:07 -0400","不想等了","-1339.00"
"#44179","BL/ME mini/N95/16G/64G/极夜灰色_H美规","1","369.00","","",""
"#44179","BL/ME mini/N150/16G/1TB/珍珠白色_H美规","1","469.00","","",""
"#44179","","","","","",""
"#44179","","","0.00","","",""
"#44179","","","","","","364.00"
"#44179","BL/ME mini/N95/16G/64G/极夜灰色_H美规","-1","369.00","2026-05-28 13:16:59 -0400","",""
"#44179","","","","2026-05-31 21:20:00 -0400","别的平台购买",""
"#44179","","","","2026-05-31 21:20:00 -0400","别的平台购买","-364.00"
"#44190","BL/SER10 MAX/HX470/64G/1TB/冰霜银色美规","1","1599.00","","",""
"#44190","","","0.00","","",""
"#44190","","","","","","1599.00"
"#44190","","","","2026-05-31 21:25:28 -0400","不想等了",""
"#44190","","","","2026-05-31 21:25:28 -0400","不想等了","-1599.00"
"#44246","Accessories","1","15.00","","",""
"#44246","","","0.00","","",""
"#44246","","","","","","15.00"
"#44246","","","","2026-06-03 22:49:22 -0400","配件无库存",""
"#44246","","","","2026-06-03 22:49:22 -0400","配件无库存","-15.00"
"#44254","BL/EQR7-LP4/7735HS/24G/500G/2.5G*2/星河灰欧规","1","539.00","","",""
"#44254","","","","","",""
"#44254","","","0.00","","",""
"#44254","","","","","","534.00"
"#44254","","","","2026-06-04 05:52:47 -0400","停产无库存 ",""
"#44254","","","","2026-06-04 05:52:47 -0400","停产无库存 ","-534.00"
"#44276","BL-EX/Mate Pro/珍珠白色美规","1","199.00","","",""
"#44276","","","0.00","","",""
"#44276","","","","","","199.00"
"#44276","","","","2026-06-05 01:34:21 -0400","误下单",""
"#44276","","","","2026-06-05 01:34:21 -0400","误下单","-199.00"
"#38936","BL/GTi15/285H/96G/2TB/冰霜银色欧规","1","1439.00","","",""
"#38936","","","","","",""
"#38936","","","0.00","","",""
"#38936","","","","","","1434.00"
"#38936","","","","","","1434.00"
"#38936","","","","","","1434.00"
"#38936","","","","","","1434.00"
"#38936","","","","2026-01-04 03:14:35 -0500","优惠券",""
"#38936","","","","2026-01-04 03:14:35 -0500","优惠券","-15.00"
"#38975","BL/EX/深空灰色/PCIE5欧规","1","179.00","","",""
"#38975","","","0.00","","",""
"#38975","","","","","","179.00"
"#38975","","","","2026-01-04 20:31:58 -0500","捆绑套装优惠",""
"#38975","","","","2026-01-04 20:31:58 -0500","捆绑套装优惠","-60.00"
"#38979","BL-EX/Mate mini-B/2TB/冰霜银色","1","299.00","","",""
"#38979","","","0.00","","",""
"#38979","","","","","","299.00"
"#38979","","","","2026-01-08 20:53:10 -0500","换成No SSD",""
"#38979","","","","2026-01-08 20:53:10 -0500","换成No SSD","-170.00"
"#39017","BL-EX/Mate mini-B/2TB/冰霜银色","1","299.00","","",""
"#39017","","","","","",""
"#39017","","","0.00","","",""
"#39017","","","","","","294.00"
"#39017","","","","","","294.00"
"#39017","","","","2026-01-08 21:06:21 -0500","换成No SSD",""
"#39017","","","","2026-01-08 21:06:21 -0500","换成No SSD","-170.00"
"#39018","","4","5.00","","",""
"#39018","","2","30.00","","",""
"#39018","","","0.00","","",""
"#39018","","","","","","80.00"
"#39018","","","","2026-03-10 21:15:34 -0400","换成SEi13",""
"#39018","","","","2026-03-10 21:15:34 -0400","换成SEi13","-60.00"
"#39085","BL-EX/Mate mini-A/冰霜银色","2","139.00","","",""
"#39085","","","0.00","","",""
"#39085","","","","","","278.00"
"#39085","","","","2026-02-02 01:20:00 -0500","多买了",""
"#39085","","","","2026-02-02 01:20:00 -0500","多买了","-139.00"
"#39087","BL/SER9 MAX/255/32G/1TB/冰霜银色英规","1","699.00","","",""
"#39087","","","0.00","","",""
"#39087","","","","","","699.00"
"#39087","","","","2026-01-06 20:43:00 -0500","换成8745 32G",""
"#39087","","","","2026-01-06 20:43:00 -0500","换成8745 32G","-180.00"
"#39096","BL/SER9 PRO/255/32G/1TB/冰霜银色+BL/Mate SE-A/冰霜银色欧规","1","728.00","","",""
"#39096","","","0.00","","",""
"#39096","","","","","","728.00"
"#39096","","","","2026-01-06 20:11:04 -0500","不要拓展坞",""
"#39096","","","","2026-01-06 20:11:04 -0500","不要拓展坞","-119.00"
"#39134","BL-EX/Mate mini-B/2TB/冰霜银色","1","299.00","","",""
"#39134","","","","","",""
"#39134","","","0.00","","",""
"#39134","","","","","","294.00"
"#39134","","","","2026-01-14 01:34:18 -0500","更换为无SSD",""
"#39134","","","","2026-01-14 01:34:18 -0500","更换为无SSD","-170.00"
"#39182","BL/SER9 MAX/255/32G/1TB/深空灰色美规","1","699.00","","",""
"#39182","","","","","",""
"#39182","","","0.00","","",""
"#39182","","","","","","694.00"
"#39182","","","","2026-01-13 21:20:20 -0500","换型号为 PRO+ 32G",""
"#39182","","","","2026-01-13 21:20:20 -0500","换型号为 PRO+ 32G","-80.00"
"#39248","BL/EX/深空灰色/PCIE5欧规","1","179.00","","",""
"#39248","BL/GTi14/185H/96G/2TB/深空灰色欧规","1","1309.00","","",""
"#39248","","","0.00","","",""
"#39248","","","","","","1488.00"
"#39248","","","","2026-01-23 23:32:13 -0500","运输损坏补偿",""
"#39248","","","","2026-01-23 23:32:13 -0500","运输损坏补偿","-20.00"
"#39303","BL/ME Pro/N95/12G/1TB/深空灰色美规","1","479.00","","",""
"#39303","","","0.00","","",""
"#39303","","","","","","479.00"
"#39303","","","","2026-02-02 22:32:37 -0500","换型号",""
"#39303","","","","2026-02-02 22:32:37 -0500","换型号","-40.00"
"#39306","BL-EX/Mate mini-B/2TB/冰霜银色","1","299.00","","",""
"#39306","","","","","",""
"#39306","","","0.00","","",""
"#39306","","","","","","623.00"
"#39306","","","","","","623.00"
"#39306","","","","","","294.00"
"#39306","","","","","","294.00"
"#39306","","","","2026-01-13 23:03:14 -0500","换成No SSD",""
"#39306","","","","2026-01-13 23:03:14 -0500","换成No SSD","-170.00"
"#39325","BL/GTi13/13900HK/32G/1TB/冰霜银色欧规","1","739.00","","",""
"#39325","","","","","",""
"#39325","","","0.00","","",""
"#39325","","","","","","734.00"
"#39325","","","","2026-01-12 04:20:46 -0500","挽留优惠",""
"#39325","","","","2026-01-12 04:20:46 -0500","挽留优惠","-15.00"
"#39383","BL/GTi14/185H/32G/1TB/冰霜银色欧规","1","899.00","","",""
"#39383","","","","","",""
"#39383","","","0.00","","",""
"#39383","","","","","","894.00"
"#39383","","","","2026-01-20 21:27:20 -0500","自发货关税补贴",""
"#39383","","","","2026-01-20 21:27:20 -0500","自发货关税补贴","-15.00"
"#39426","BL/EQR6-LP/6600U/32G/1TB/星河灰澳规","2","479.00","","",""
"#39426","","","0.00","","",""
"#39426","","","","","","958.00"
"#39426","","","","2026-01-22 01:16:03 -0500","换型号",""
"#39426","","","","2026-01-22 01:16:03 -0500","换型号","-20.00"
"#39509","BL/ME Pro/N95/12G/128G/深空灰色欧规","1","369.00","","",""
"#39509","","","0.00","","",""
"#39509","","","","","","369.00"
"#39509","","","","2026-02-08 00:44:54 -0500","偏远地区 中国发 关税补贴",""
"#39509","","","","2026-02-08 00:44:54 -0500","偏远地区 中国发 关税补贴","-10.00"
"#39537","BL/SER9 MAX/255/32G/1TB/深空灰色美规","1","699.00","","",""
"#39537","","","0.00","","",""
"#39537","","","","","","699.00"
"#39537","","","","2026-01-18 01:28:50 -0500","换型号PRO+",""
"#39537","","","","2026-01-18 01:28:50 -0500","换型号PRO+","-80.00"
"#39658","BL/GTi15/285H/64G/1TB/冰霜银色日规","1","1189.00","","",""
"#39658","","","","","",""
"#39658","","","0.00","","",""
"#39658","","","","","","1184.00"
"#39658","","","","2026-01-24 12:18:17 -0500","更改申报金额手续费报销",""
"#39658","","","","2026-01-24 12:18:17 -0500","更改申报金额手续费报销","-90.00"
"#39658","","","","2026-02-16 09:42:09 -0500","更改申报金额手续费报销",""
"#39658","","","","2026-02-16 09:42:09 -0500","更改申报金额手续费报销","-17.00"
"#39786","BL/ME mini/N95/16G/64G/极夜灰色欧规","1","269.00","","",""
"#39786","","","","","",""
"#39786","","","0.00","","",""
"#39786","","","","","","264.00"
"#39786","","","","2026-02-25 22:18:49 -0500","协商优惠",""
"#39786","","","","2026-02-25 22:18:49 -0500","协商优惠","-15.00"
"#39911","BL/SER9 PRO+/255/32G/1TB/深空灰色美规","2","729.00","","",""
"#39911","","","","","",""
"#39911","","","0.00","","",""
"#39911","","","","","","1453.00"
"#39911","","","","2026-02-08 00:49:57 -0500","协商优惠",""
"#39911","","","","2026-02-08 00:49:57 -0500","协商优惠","-15.00"
"#39926","BL/SER9 PRO/HX370/64G/2TB/冰霜银色澳规","1","1329.00","","",""
"#39926","","","0.00","","",""
"#39926","","","","","","1329.00"
"#39926","","","","2026-01-27 04:39:08 -0500","换型号为32G",""
"#39926","","","","2026-01-27 04:39:08 -0500","换型号为32G","-420.00"
"#39951","BL/ME Pro/N150/16G/1TB/深空灰色美规","1","559.00","","",""
"#39951","","","0.00","","",""
"#39951","","","","","","559.00"
"#39951","","","","2026-01-27 04:29:27 -0500","挽留优惠",""
"#39951","","","","2026-01-27 04:29:27 -0500","挽留优惠","-15.00"
"#39956","BL/SER9 PRO/HX370/64G/2TB/冰霜银色美规","1","1329.00","","",""
"#39956","","","0.00","","",""
"#39956","","","","","","1329.00"
"#39956","","","","2026-01-29 22:09:21 -0500","换型号32G",""
"#39956","","","","2026-01-29 22:09:21 -0500","换型号32G","-420.00"
"#40054","BL/SER9 PRO/HX370/64G/2TB/冰霜银色欧规","1","1329.00","","",""
"#40054","","","0.00","","",""
"#40054","","","","","","1329.00"
"#40054","","","","2026-01-30 00:34:08 -0500","换32G",""
"#40054","","","","2026-01-30 00:34:08 -0500","换32G","-420.00"
"#40073","BL/GTi15/285H/64G/1TB/冰霜银色欧规","1","1249.00","","",""
"#40073","","","","","",""
"#40073","","","0.00","","",""
"#40073","","","","","","1244.00"
"#40073","","","","","","1244.00"
"#40073","","","","2026-02-06 04:01:44 -0500","不开机故障 不想寄回 补偿",""
"#40073","","","","2026-02-06 04:01:44 -0500","不开机故障 不想寄回 补偿","-200.00"
"#40122","BL/GTi14/185H/64G/2TB/冰霜银色+BL/EX/深空灰色/PCIE5美规","1","1268.00","","",""
"#40122","","","0.00","","",""
"#40122","","","","","","1268.00"
"#40122","","","","","","1268.00"
"#40122","","","","","","1268.00"
"#40122","","","","","","1268.00"
"#40122","","","","","","1268.00"
"#40122","","","","","","1268.00"
"#40122","","","","2026-02-05 01:50:11 -0500","换型号GTi13",""
"#40122","","","","2026-02-05 01:50:11 -0500","换型号GTi13","-75.00"
"#40137","BL/EQi12-D4/1235U/16G/500G/星河灰美规","1","479.00","","",""
"#40137","","","0.00","","",""
"#40137","","","","","","479.00"
"#40137","","","","2026-03-01 20:57:17 -0500","协商优惠",""
"#40137","","","","2026-03-01 20:57:17 -0500","协商优惠","-25.00"
"#40221","BL/Mate SE-A/冰霜银色","1","139.00","","",""
"#40221","BL/SER9 PRO/HX370/64G/2TB/冰霜银色美规","1","1329.00","","",""
"#40221","","","","","",""
"#40221","","","0.00","","",""
"#40221","","","","","","1448.00"
"#40221","","","","2026-02-12 07:32:21 -0500","停产 换成32G",""
"#40221","","","","2026-02-12 07:32:21 -0500","停产 换成32G","-420.00"
"#40291","BL/ME mini/N95/16G/64G/极夜灰色美规","1","269.00","","",""
"#40291","","","","","",""
"#40291","","","0.00","","",""
"#40291","","","","","","259.00"
"#40291","","","","2026-02-25 22:00:08 -0500","协商优惠",""
"#40291","","","","2026-02-25 22:00:08 -0500","协商优惠","-20.00"
"#40302","BL/SER9 PRO/HX370/32G/1TB/冰霜银色英规","1","929.00","","",""
"#40302","","","0.00","","",""
"#40302","","","","","","929.00"
"#40302","","","","2026-03-16 01:50:19 -0400","包装损坏补偿",""
"#40302","","","","2026-03-16 01:50:19 -0400","包装损坏补偿","-30.00"
"#40309","BL/GTi14/185H/32G/1TB/冰霜银色+BL/EX/深空灰色/PCIE5欧规","1","1018.00","","",""
"#40309","","","0.00","","",""
"#40309","","","","","","1018.00"
"#40309","","","","2026-02-04 04:05:40 -0500","拓展坞不要了",""
"#40309","","","","2026-02-04 04:05:40 -0500","拓展坞不要了","-119.00"
"#40389","BL/GTi14/185H/96G/2TB/深空灰色+BL/EX/深空灰色/PCIE5欧规","1","1428.00","","",""
"#40389","","","0.00","","",""
"#40389","","","","","","1428.00"
"#40389","","","","2026-02-05 21:12:50 -0500","换型号以及汇率补偿",""
"#40389","","","","2026-02-05 21:12:50 -0500","换型号以及汇率补偿","-50.00"
"#40473","","1","5.00","","",""
"#40473","","3","15.00","","",""
"#40473","","2","100.00","","",""
"#40473","","","0.00","","",""
"#40473","","","","","","250.00"
"#40473","","","","2026-03-31 05:04:12 -0400","协商优惠",""
"#40473","","","","2026-03-31 05:04:12 -0400","协商优惠","-19.80"
"#40479","BL/ME mini/N95/16G/64G/极夜灰色欧规","1","269.00","","",""
"#40479","","","0.00","","",""
"#40479","","","","","","269.00"
"#40479","","","","2026-02-25 02:47:32 -0500","协商优惠",""
"#40479","","","","2026-02-25 02:47:32 -0500","协商优惠","-20.00"
"#40493","BL/SER9 PRO/HX370/32G/1TB/冰霜银色欧规","1","929.00","","",""
"#40493","","","","","",""
"#40493","","","0.00","","",""
"#40493","","","","","","924.00"
"#40493","","","","2026-03-01 22:15:45 -0500","协商优惠",""
"#40493","","","","2026-03-01 22:15:45 -0500","协商优惠","-10.00"
"#40613","BL/ME Pro/N150/16G/512G/深空灰色美规","1","509.00","","",""
"#40613","","","","","",""
"#40613","","","0.00","","",""
"#40613","","","","","","504.00"
"#40613","","","","2026-02-12 01:41:59 -0500","未使用15美金优惠券",""
"#40613","","","","2026-02-12 01:41:59 -0500","未使用15美金优惠券","-10.00"
"#40768","BL/ME Pro/N95/12G/1TB/深空灰色美规","1","479.00","","",""
"#40768","","","0.00","","",""
"#40768","","","","","","479.00"
"#40768","","","","2026-03-04 02:14:33 -0500","换型号512G",""
"#40768","","","","2026-03-04 02:14:33 -0500","换型号512G","-40.00"
"#41018","BL/SER9 PRO/HX370/32G/1TB/冰霜银色+BL/Mate SE-A/冰霜银色英规","1","1048.00","","",""
"#41018","","","","","",""
"#41018","","","0.00","","",""
"#41018","","","","","","1043.00"
"#41018","","","","2026-03-03 07:17:43 -0500","协商优惠",""
"#41018","","","","2026-03-03 07:17:43 -0500","协商优惠","-20.00"
"#41074","BL/GTi15/285H/96G/2TB/冰霜银色欧规","1","1489.00","","",""
"#41074","","","","","",""
"#41074","","","0.00","","",""
"#41074","","","","","","1484.00"
"#41074","","","","","","1484.00"
"#41074","","","","","","1484.00"
"#41074","","","","","","1484.00"
"#41074","","","","2026-02-22 10:56:21 -0500","协商优惠",""
"#41074","","","","2026-02-22 10:56:21 -0500","协商优惠","-25.00"
"#41108","BL/SER9 PRO/HX370/32G/1TB/深空灰色欧规","1","929.00","","",""
"#41108","","","0.00","","",""
"#41108","","","","","","929.00"
"#41108","","","","","","929.00"
"#41108","","","","2026-04-11 04:50:09 -0400","包装破损补偿",""
"#41108","","","","2026-04-11 04:50:09 -0400","包装破损补偿","-15.00"
"#41126","BL/EQR6-LP/6600U/24G/500G/星河灰欧规","2","499.00","","",""
"#41126","","","","","",""
"#41126","","","0.00","","",""
"#41126","","","","","","993.00"
"#41126","","","","2026-03-10 02:18:40 -0400","协商优惠",""
"#41126","","","","2026-03-10 02:18:40 -0400","协商优惠","-40.00"
"#41191","BL/ME Pro/N95/12G/1TB/深空灰色英规","1","479.00","","",""
"#41191","","","0.00","","",""
"#41191","","","","","","479.00"
"#41191","","","","2026-03-16 22:28:42 -0400","换型号为512G",""
"#41191","","","","2026-03-16 22:28:42 -0400","换型号为512G","-40.00"
"#41211","BL/GTR9 Pro/395/128G/2TB/冰霜银色美规","1","2499.00","","",""
"#41211","","","0.00","","",""
"#41211","","","","","","2499.00"
"#41211","","","","","","2499.00"
"#41211","","","","2026-03-10 03:54:50 -0400","协商优惠",""
"#41211","","","","2026-03-10 03:54:50 -0400","协商优惠","-15.00"
"#41230","BL/GTR9 Pro/395/128G/2TB/冰霜银色英规","1","2499.00","","",""
"#41230","","","","","",""
"#41230","","","0.00","","",""
"#41230","","","","","","2494.00"
"#41230","","","","","","2494.00"
"#41230","","","","2026-03-09 05:21:02 -0400","协商优惠",""
"#41230","","","","2026-03-09 05:21:02 -0400","协商优惠","-15.00"
"#41343","BL/SER9 PRO/HX370/32G/1TB/深空灰色美规","1","929.00","","",""
"#41343","","","0.00","","",""
"#41343","","","","","","929.00"
"#41343","","","","2026-03-10 02:24:32 -0400","关税协商",""
"#41343","","","","2026-03-10 02:24:32 -0400","关税协商","-30.00"
"#41357","BL-EX/Mate mini-A/2TB/冰霜银色","1","369.00","","",""
"#41357","","","","","",""
"#41357","","","0.00","","",""
"#41357","","","","","","364.00"
"#41357","","","","2026-03-22 22:53:38 -0400","换成NO SSD版本",""
"#41357","","","","2026-03-22 22:53:38 -0400","换成NO SSD版本","-235.00"
"#41502","BL/SER10 MAX/HX470/64G/1TB/冰霜银色欧规","1","1699.00","","",""
"#41502","","","","","",""
"#41502","","","0.00","","",""
"#41502","","","","","","1694.00"
"#41502","","","","2026-04-16 21:10:52 -0400","降价退差价",""
"#41502","","","","2026-04-16 21:10:52 -0400","降价退差价","-100.00"
"#41676","BL/EQi13 Pro/13620H/32G/1TB/冰霜银色美规","1","689.00","","",""
"#41676","","","0.00","","",""
"#41676","","","","","","689.00"
"#41676","","","","2026-03-09 03:55:01 -0400","换型号",""
"#41676","","","","2026-03-09 03:55:01 -0400","换型号","-20.00"
"#41786","Accessories-1","9","1.00","","",""
"#41786","","2","30.00","","",""
"#41786","","9","100.00","","",""
"#41786","","","0.00","","",""
"#41786","","","","","","969.00"
"#41786","","","","2026-03-26 04:27:45 -0400","无库存晚发补偿",""
"#41786","","","","2026-03-26 04:27:45 -0400","无库存晚发补偿","-20.00"
"#41993","BL/GTR9 Pro/395/128G/2TB/冰霜银色欧规","1","2699.00","","",""
"#41993","","","","","",""
"#41993","","","0.00","","",""
"#41993","","","","","","2694.00"
"#41993","","","","2026-04-03 02:46:30 -0400","换型号为GTi15",""
"#41993","","","","2026-04-03 02:46:30 -0400","换型号为GTi15","-1081.00"
"#42158","BL/GTR9 Pro/395/128G/2TB/冰霜银色英规","1","2999.00","","",""
"#42158","","","0.00","","",""
"#42158","","","","","","2999.00"
"#42158","","","","2026-03-22 22:25:24 -0400","换机型退差价",""
"#42158","","","","2026-03-22 22:25:24 -0400","换机型退差价","-781.00"
"#42232","BL/SER9 PRO/HX370/32G/1TB/冰霜银色美规","1","999.00","","",""
"#42232","","","0.00","","",""
"#42232","","","","","","999.00"
"#42232","","","","2026-04-03 04:32:40 -0400","关税补贴",""
"#42232","","","","2026-04-03 04:32:40 -0400","关税补贴","-15.00"
"#42278","BL/SER9 PRO/HX370/32G/1TB/深空灰色欧规","1","999.00","","",""
"#42278","","","0.00","","",""
"#42278","","","","","","999.00"
"#42278","","","","2026-04-03 04:28:17 -0400","挽留补偿",""
"#42278","","","","2026-04-03 04:28:17 -0400","挽留补偿","-15.00"
"#42282","BL/SER10 MAX/HX470/64G/1TB/冰霜银色欧规","1","1699.00","","",""
"#42282","","","0.00","","",""
"#42282","","","","","","1699.00"
"#42282","","","","2026-03-26 21:52:18 -0400","协商优惠",""
"#42282","","","","2026-03-26 21:52:18 -0400","协商优惠","-30.00"
"#42370","BL/SER10 MAX/HX470/64G/1TB/冰霜银色欧规","1","1699.00","","",""
"#42370","","","0.00","","",""
"#42370","","","","","","1699.00"
"#42370","","","","2026-04-08 02:12:35 -0400","降价退差价",""
"#42370","","","","2026-04-08 02:12:35 -0400","降价退差价","-200.00"
"#42411","BL/GTR9 Pro/395/128G/2TB/冰霜银色欧规","1","2999.00","","",""
"#42411","","","0.00","","",""
"#42411","","","","","","2999.00"
"#42411","","","","2026-05-13 22:15:38 -0400","#28639 1955美金 GTR9故障先买后退 退差价",""
"#42411","","","","2026-05-13 22:15:38 -0400","#28639 1955美金 GTR9故障先买后退 退差价","-1044.00"
"#42437","BL/EQi13 Pro/13620H/32G/500G/冰霜银色美规","1","649.00","","",""
"#42437","","","0.00","","",""
"#42437","","","","","","649.00"
"#42437","","","","2026-04-12 21:39:50 -0400","换13500H",""
"#42437","","","","2026-04-12 21:39:50 -0400","换13500H","-90.00"
"#42449","BL/ME Pro/N95/12G/128G/深空灰色_H欧规","1","369.00","","",""
"#42449","","","0.00","","",""
"#42449","","","","","","369.00"
"#42449","","","","2026-05-26 21:19:52 -0400","物流延迟补偿",""
"#42449","","","","2026-05-26 21:19:52 -0400","物流延迟补偿","-20.00"
"#42465","BL/EX/深空灰色/PCIE5欧规","1","179.00","","",""
"#42465","BL/GTi15/285H/64G/1TB/冰霜银色欧规","1","1649.00","","",""
"#42465","","","","","",""
"#42465","","","0.00","","",""
"#42465","","","","","","1768.00"
"#42465","","","","2026-04-03 04:36:47 -0400","降价退差价",""
